chromosome	nSites	nMatches	percentMatches	accByChance	individual_iteration	coverage	nFounders	Ne	mu	population_iteration	population
chr3	45978	42119	0.916068554526078	0.76233239240056	1	0.05X	128	10000	1e-08	2	scrm
chr4	43071	37314	0.866336978477398	0.834323433221545	1	0.05X	128	10000	1e-08	2	scrm
chr1	49946	46936	0.939734913706803	0.903389383678904	2	0.05X	128	10000	1e-08	2	scrm
chr2	48163	48045	0.997549986504163	0.890682840387882	2	0.05X	128	10000	1e-08	2	scrm
chr3	46007	41071	0.89271197861195	0.762334811461265	2	0.05X	128	10000	1e-08	2	scrm
chr4	42952	42425	0.987730489849134	0.834340272257949	2	0.05X	128	10000	1e-08	2	scrm
chr1	49688	49664	0.999516985992594	0.903361486171759	3	0.05X	128	10000	1e-08	2	scrm
chr2	47992	47971	0.999562427071178	0.890698390476782	3	0.05X	128	10000	1e-08	2	scrm
chr3	46041	41840	0.908755239894876	0.762316241241248	3	0.05X	128	10000	1e-08	2	scrm
chr4	43010	42810	0.995349918623576	0.834355825225965	3	0.05X	128	10000	1e-08	2	scrm
chr5	71357	71351	0.999915915747579	0.708244077924479	3	0.05X	128	10000	1e-08	2	scrm
chr1	49958	47793	0.956663597421834	0.903414776615482	4	0.05X	128	10000	1e-08	2	scrm
chr2	48118	45186	0.939066461615196	0.890758584010353	4	0.05X	128	10000	1e-08	2	scrm
chr3	46029	43620	0.947663429577006	0.762319601989201	4	0.05X	128	10000	1e-08	2	scrm
chr4	43020	43020	1	0.834348734452635	4	0.05X	128	10000	1e-08	2	scrm
chr1	49859	48236	0.967448203935097	0.903449808538203	5	0.05X	128	10000	1e-08	2	scrm
chr2	48290	48064	0.995319942016981	0.890681414229945	5	0.05X	128	10000	1e-08	2	scrm
chr3	45955	45928	0.999412468719399	0.762323711927769	5	0.05X	128	10000	1e-08	2	scrm
chr4	43144	42160	0.977192657148155	0.834337219996552	5	0.05X	128	10000	1e-08	2	scrm
chr1	49933	49933	1	0.903435871401663	6	0.05X	128	10000	1e-08	2	scrm
chr2	48212	45690	0.947689371940596	0.890656286024567	6	0.05X	128	10000	1e-08	2	scrm
chr3	45985	37137	0.807589431336305	0.76233670424544	6	0.05X	128	10000	1e-08	2	scrm
chr4	43007	41657	0.968609761201665	0.834329571973294	6	0.05X	128	10000	1e-08	2	scrm
chr1	49680	49039	0.987097423510467	0.903368633227264	7	0.05X	128	10000	1e-08	2	scrm
chr2	47746	42046	0.880618271687681	0.890652656675019	7	0.05X	128	10000	1e-08	2	scrm
chr3	46012	45120	0.980613752934017	0.762333305257409	7	0.05X	128	10000	1e-08	2	scrm
chr4	43101	39271	0.911138952692513	0.834341939254962	7	0.05X	128	10000	1e-08	2	scrm
chr1	49770	45492	0.914044605183846	0.903429778445694	8	0.05X	128	10000	1e-08	2	scrm
chr2	47962	41735	0.870168049706017	0.890710703987906	8	0.05X	128	10000	1e-08	2	scrm
chr3	45198	38099	0.842935528120713	0.762280753367907	8	0.05X	128	10000	1e-08	2	scrm
chr4	42801	31263	0.730426859185533	0.834340662252251	8	0.05X	128	10000	1e-08	2	scrm
chr1	43723	39860	0.911648331541752	0.90350620289057	9	0.05X	128	10000	1e-08	2	scrm
chr2	48306	47418	0.981617190411129	0.890678286044064	9	0.05X	128	10000	1e-08	2	scrm
chr3	46040	41688	0.905473501303215	0.762322298078098	9	0.05X	128	10000	1e-08	2	scrm
chr4	43136	42814	0.992535237388724	0.83432916222411	9	0.05X	128	10000	1e-08	2	scrm
chr5	71216	70118	0.984582116378342	0.708234737707347	9	0.05X	128	10000	1e-08	2	scrm
chr1	49882	49258	0.987490477526964	0.903440991589761	10	0.05X	128	10000	1e-08	2	scrm
chr2	48305	48284	0.999565262395197	0.890694011865522	10	0.05X	128	10000	1e-08	2	scrm
chr3	46036	43010	0.934268833087149	0.762338209902135	10	0.05X	128	10000	1e-08	2	scrm
chr4	43090	42662	0.990067300997911	0.834333895818073	10	0.05X	128	10000	1e-08	2	scrm
chr1	45548	38561	0.846601387547203	0.820954207992118	1	0.05X	128	10000	1e-08	3	scrm
chr2	44382	41344	0.931548826100671	0.799496995060286	1	0.05X	128	10000	1e-08	3	scrm
chr3	53872	53862	0.999814374814375	0.791439961636495	1	0.05X	128	10000	1e-08	3	scrm
chr4	52944	51897	0.980224388032638	0.78395163108662	1	0.05X	128	10000	1e-08	3	scrm
chr1	45575	44884	0.984838178826111	0.820956320121794	2	0.05X	128	10000	1e-08	3	scrm
chr2	44333	41189	0.929082173550177	0.799549556334041	2	0.05X	128	10000	1e-08	3	scrm
chr3	44371	34155	0.769759527619391	0.791449509566267	2	0.05X	128	10000	1e-08	3	scrm
chr4	52996	50716	0.956977885123406	0.783969470011224	2	0.05X	128	10000	1e-08	3	scrm
chr5	54678	46930	0.858297669995245	0.850631488939722	2	0.05X	128	10000	1e-08	3	scrm
chr1	45510	44642	0.980927268732147	0.820950879989889	3	0.05X	128	10000	1e-08	3	scrm
chr2	44354	43015	0.96981106551833	0.799503774849788	3	0.05X	128	10000	1e-08	3	scrm
chr3	53882	53774	0.997995620058647	0.791468592583171	3	0.05X	128	10000	1e-08	3	scrm
chr4	52966	42023	0.793395763319866	0.783995595623106	3	0.05X	128	10000	1e-08	3	scrm
chr5	56479	56479	1	0.850734282140195	3	0.05X	128	10000	1e-08	3	scrm
chr1	45531	45499	0.999297182139641	0.820964396917588	4	0.05X	128	10000	1e-08	3	scrm
chr2	44469	40422	0.908992781488228	0.799595641163384	4	0.05X	128	10000	1e-08	3	scrm
chr3	53729	52556	0.978168214558246	0.791484755871916	4	0.05X	128	10000	1e-08	3	scrm
chr4	52920	52319	0.988643235071807	0.783936064728083	4	0.05X	128	10000	1e-08	3	scrm
chr5	56598	52519	0.927930315558854	0.850716284515285	4	0.05X	128	10000	1e-08	3	scrm
chr1	45471	41298	0.908227221745728	0.820938168405498	5	0.05X	128	10000	1e-08	3	scrm
chr2	44446	42559	0.957543985960491	0.799559337047959	5	0.05X	128	10000	1e-08	3	scrm
chr3	53813	48039	0.892702506829205	0.791480839853912	5	0.05X	128	10000	1e-08	3	scrm
chr4	52977	50929	0.96134171432886	0.783960145504992	5	0.05X	128	10000	1e-08	3	scrm
chr5	56595	56595	1	0.850718365293561	5	0.05X	128	10000	1e-08	3	scrm
chr1	45557	45557	1	0.820962540424118	6	0.05X	128	10000	1e-08	3	scrm
chr2	44296	42437	0.958032327975438	0.799522144992106	6	0.05X	128	10000	1e-08	3	scrm
chr3	53466	40558	0.758575543335952	0.791439845934507	6	0.05X	128	10000	1e-08	3	scrm
chr4	52820	40482	0.766414237031428	0.783936266770917	6	0.05X	128	10000	1e-08	3	scrm
chr5	56587	52460	0.92706805450015	0.850692751989608	6	0.05X	128	10000	1e-08	3	scrm
chr1	45387	44669	0.984180492211426	0.820913516156884	7	0.05X	128	10000	1e-08	3	scrm
chr2	44480	43778	0.984217625899281	0.799581962695225	7	0.05X	128	10000	1e-08	3	scrm
chr3	53914	52177	0.967782023222169	0.791416045240308	7	0.05X	128	10000	1e-08	3	scrm
chr4	51816	48065	0.927609232669446	0.783941712113687	7	0.05X	128	10000	1e-08	3	scrm
chr5	56664	56644	0.999647042213751	0.850699817227153	7	0.05X	128	10000	1e-08	3	scrm
chr1	45264	37275	0.823502120890774	0.820888156560505	8	0.05X	128	10000	1e-08	3	scrm
chr2	44358	39583	0.892353126831688	0.799515991678766	8	0.05X	128	10000	1e-08	3	scrm
chr3	53883	41531	0.770762578178646	0.791429390415344	8	0.05X	128	10000	1e-08	3	scrm
chr4	52901	36032	0.68112133986125	0.783962521827328	8	0.05X	128	10000	1e-08	3	scrm
chr5	56671	56268	0.992888779093363	0.850700661536613	8	0.05X	128	10000	1e-08	3	scrm
chr1	45313	41407	0.913799571866793	0.820916827922071	9	0.05X	128	10000	1e-08	3	scrm
chr2	44465	42052	0.945732598673114	0.799605999638497	9	0.05X	128	10000	1e-08	3	scrm
chr3	50465	47758	0.946358862578024	0.791779499966716	9	0.05X	128	10000	1e-08	3	scrm
chr4	52938	42923	0.810816426763384	0.783945899262094	9	0.05X	128	10000	1e-08	3	scrm
chr1	45511	40368	0.886994353013557	0.820944468878832	10	0.05X	128	10000	1e-08	3	scrm
chr2	44465	43038	0.96790734285393	0.799590793353533	10	0.05X	128	10000	1e-08	3	scrm
chr3	53839	44719	0.830606066234514	0.791433340408585	10	0.05X	128	10000	1e-08	3	scrm
chr4	52719	50488	0.957681291375026	0.783902108885228	10	0.05X	128	10000	1e-08	3	scrm
chr1	48458	43922	0.906393165215238	0.809030185752836	1	0.05X	128	10000	1e-08	4	scrm
chr2	57090	57073	0.999702224557716	0.804677216287126	1	0.05X	128	10000	1e-08	4	scrm
chr3	42261	31048	0.734672629611225	0.848531958118153	1	0.05X	128	10000	1e-08	4	scrm
chr4	49815	48437	0.972337649302419	0.854935656950247	1	0.05X	128	10000	1e-08	4	scrm
chr5	64668	64516	0.99764953299932	0.833817178614471	1	0.05X	128	10000	1e-08	4	scrm
chr1	48795	48795	1	0.808861565435992	2	0.05X	128	10000	1e-08	4	scrm
chr2	57466	56754	0.987610065081961	0.804649122815216	2	0.05X	128	10000	1e-08	4	scrm
chr3	42404	42165	0.99436373926988	0.848536829376724	2	0.05X	128	10000	1e-08	4	scrm
chr4	49746	37466	0.753145981586459	0.854949859151678	2	0.05X	128	10000	1e-08	4	scrm
chr5	64305	64125	0.997200839748076	0.833824271257034	2	0.05X	128	10000	1e-08	4	scrm
chr1	48712	42063	0.863503859418624	0.808835511216195	3	0.05X	128	10000	1e-08	4	scrm
chr2	57468	56583	0.984600125287116	0.804654842346705	3	0.05X	128	10000	1e-08	4	scrm
chr3	42371	42229	0.996648651200113	0.848559884628213	3	0.05X	128	10000	1e-08	4	scrm
chr4	49630	49585	0.99909329034858	0.854955701733846	3	0.05X	128	10000	1e-08	4	scrm
chr5	64206	61812	0.962713765068685	0.833841235267148	3	0.05X	128	10000	1e-08	4	scrm
chr1	48808	41936	0.859203409277168	0.80888227892008	4	0.05X	128	10000	1e-08	4	scrm
chr2	57437	57333	0.998189320472866	0.804650500817064	4	0.05X	128	10000	1e-08	4	scrm
chr3	42329	42075	0.993999385763897	0.848468775020247	4	0.05X	128	10000	1e-08	4	scrm
chr4	47943	45477	0.94856391965459	0.85502567573326	4	0.05X	128	10000	1e-08	4	scrm
chr1	48137	32558	0.676361219020712	0.808982833430252	5	0.05X	128	10000	1e-08	4	scrm
chr2	56955	49603	0.870915635150557	0.80471167615881	5	0.05X	128	10000	1e-08	4	scrm
chr3	41710	41296	0.990074322704387	0.848502287113589	5	0.05X	128	10000	1e-08	4	scrm
chr4	49498	46224	0.933855913370237	0.854998178292084	5	0.05X	128	10000	1e-08	4	scrm
chr1	48705	48508	0.995955240735037	0.808877125810444	6	0.05X	128	10000	1e-08	4	scrm
chr2	57424	54931	0.956586096405684	0.804660353895747	6	0.05X	128	10000	1e-08	4	scrm
chr3	42441	37710	0.888527603025376	0.848528455484065	6	0.05X	128	10000	1e-08	4	scrm
chr4	49805	46146	0.92653348057424	0.854962053424371	6	0.05X	128	10000	1e-08	4	scrm
chr1	48819	45814	0.938446096806571	0.808874218663984	7	0.05X	128	10000	1e-08	4	scrm
chr2	57442	56990	0.992131193203579	0.804633942027597	7	0.05X	128	10000	1e-08	4	scrm
chr3	42412	31250	0.736819767990191	0.848500924639732	7	0.05X	128	10000	1e-08	4	scrm
chr4	49761	39271	0.789192339382247	0.854961252138739	7	0.05X	128	10000	1e-08	4	scrm
chr1	48789	41924	0.859292053536658	0.808885153495793	8	0.05X	128	10000	1e-08	4	scrm
chr2	57357	47806	0.833481527973918	0.804660853185354	8	0.05X	128	10000	1e-08	4	scrm
chr3	42359	40506	0.956254869095116	0.848538189924496	8	0.05X	128	10000	1e-08	4	scrm
chr4	49782	37755	0.758406653007111	0.854942792273531	8	0.05X	128	10000	1e-08	4	scrm
chr5	64673	63754	0.985790051489803	0.833830971237333	8	0.05X	128	10000	1e-08	4	scrm
chr1	48510	48510	1	0.808826079925933	9	0.05X	128	10000	1e-08	4	scrm
chr2	57305	34545	0.602826978448652	0.804648001024875	9	0.05X	128	10000	1e-08	4	scrm
chr3	41755	37334	0.894120464615016	0.848495028430353	9	0.05X	128	10000	1e-08	4	scrm
chr4	49697	42589	0.856973257943135	0.854927224949994	9	0.05X	128	10000	1e-08	4	scrm
chr1	48782	47870	0.981304579558034	0.808875846479619	10	0.05X	128	10000	1e-08	4	scrm
chr2	57382	57144	0.995852357882263	0.804680934003354	10	0.05X	128	10000	1e-08	4	scrm
chr3	42395	41882	0.987899516452412	0.848559534320546	10	0.05X	128	10000	1e-08	4	scrm
chr4	49824	44657	0.896294958253051	0.854934841834664	10	0.05X	128	10000	1e-08	4	scrm
chr1	42230	41831	0.990551740468861	0.838457614574392	1	0.05X	128	10000	1e-08	5	scrm
chr2	38496	37664	0.978387364921031	0.795257644463061	1	0.05X	128	10000	1e-08	5	scrm
chr3	50473	48032	0.951637509163315	0.787921950487064	1	0.05X	128	10000	1e-08	5	scrm
chr4	42102	40081	0.95199752980856	0.873812447103444	1	0.05X	128	10000	1e-08	5	scrm
chr1	42040	37781	0.898691722169363	0.838440660064726	2	0.05X	128	10000	1e-08	5	scrm
chr2	38529	37040	0.961353785460303	0.795230375881641	2	0.05X	128	10000	1e-08	5	scrm
chr3	50414	40296	0.79930178125124	0.787840497816749	2	0.05X	128	10000	1e-08	5	scrm
chr4	42227	42069	0.996258318137684	0.873709826329736	2	0.05X	128	10000	1e-08	5	scrm
chr5	65795	65795	1	0.747103854701986	2	0.05X	128	10000	1e-08	5	scrm
chr1	40227	38852	0.965818977303801	0.838691085742222	3	0.05X	128	10000	1e-08	5	scrm
chr2	38614	38595	0.99950795048428	0.795181992818748	3	0.05X	128	10000	1e-08	5	scrm
chr3	50630	50486	0.997155836460596	0.787860669191237	3	0.05X	128	10000	1e-08	5	scrm
chr4	42194	42194	1	0.87372665018325	3	0.05X	128	10000	1e-08	5	scrm
chr5	65726	65698	0.999573988984572	0.747107003612476	3	0.05X	128	10000	1e-08	5	scrm
chr1	41357	39420	0.953163914210412	0.838466683119412	4	0.05X	128	10000	1e-08	5	scrm
chr2	38566	35675	0.925037597884147	0.795210838466241	4	0.05X	128	10000	1e-08	5	scrm
chr3	49654	39641	0.798344544246184	0.787768953934665	4	0.05X	128	10000	1e-08	5	scrm
chr4	42284	42055	0.994584239901618	0.873747448429075	4	0.05X	128	10000	1e-08	5	scrm
chr5	65497	62811	0.958990488113959	0.747030364791279	4	0.05X	128	10000	1e-08	5	scrm
chr1	42238	38958	0.922344807992803	0.83843728399699	5	0.05X	128	10000	1e-08	5	scrm
chr2	38586	37962	0.983828331519204	0.795185118967716	5	0.05X	128	10000	1e-08	5	scrm
chr3	50512	44997	0.890818023439975	0.787870163626032	5	0.05X	128	10000	1e-08	5	scrm
chr4	42213	42055	0.996257077203705	0.873781673910436	5	0.05X	128	10000	1e-08	5	scrm
chr1	42257	40645	0.961852474146295	0.838461589770352	6	0.05X	128	10000	1e-08	5	scrm
chr2	38594	34725	0.899751256672022	0.795189913180218	6	0.05X	128	10000	1e-08	5	scrm
chr3	50661	49465	0.976392096484475	0.787872235540298	6	0.05X	128	10000	1e-08	5	scrm
chr4	42087	41759	0.992206619621261	0.873713107658225	6	0.05X	128	10000	1e-08	5	scrm
chr5	65347	60835	0.930953218969501	0.747161592968654	6	0.05X	128	10000	1e-08	5	scrm
chr1	42290	39902	0.943532750059116	0.838448316601609	7	0.05X	128	10000	1e-08	5	scrm
chr2	38551	35444	0.91940546289331	0.79520754853605	7	0.05X	128	10000	1e-08	5	scrm
chr3	49637	34260	0.690210931361686	0.787754982520757	7	0.05X	128	10000	1e-08	5	scrm
chr4	42270	41484	0.981405251951739	0.873757105029332	7	0.05X	128	10000	1e-08	5	scrm
chr5	65795	62504	0.949981001595866	0.747094613388413	7	0.05X	128	10000	1e-08	5	scrm
chr1	42053	29504	0.701590849642118	0.838448117066373	8	0.05X	128	10000	1e-08	5	scrm
chr2	38482	36350	0.944597474143756	0.795254421595953	8	0.05X	128	10000	1e-08	5	scrm
chr3	50645	50645	1	0.787868761048876	8	0.05X	128	10000	1e-08	5	scrm
chr4	42312	41648	0.984307052372849	0.873721544853927	8	0.05X	128	10000	1e-08	5	scrm
chr1	42043	40354	0.959826843945484	0.83840780151794	9	0.05X	128	10000	1e-08	5	scrm
chr2	38041	38041	1	0.795373021088164	9	0.05X	128	10000	1e-08	5	scrm
chr3	50587	45836	0.906082590388835	0.787876011889943	9	0.05X	128	10000	1e-08	5	scrm
chr4	41843	41788	0.998685562698659	0.87372106382508	9	0.05X	128	10000	1e-08	5	scrm
chr1	41361	39972	0.966417639805614	0.838594306740498	10	0.05X	128	10000	1e-08	5	scrm
chr2	38546	38431	0.997016551652571	0.795239285997676	10	0.05X	128	10000	1e-08	5	scrm
chr3	50545	50369	0.99651795429815	0.787827685551705	10	0.05X	128	10000	1e-08	5	scrm
chr4	42076	38512	0.915296130810914	0.873730456855136	10	0.05X	128	10000	1e-08	5	scrm
chr5	65790	58789	0.89358565131479	0.747106627443855	10	0.05X	128	10000	1e-08	5	scrm
chr1	79272	74380	0.938288424664447	0.715136218593104	1	0.05X	128	10000	1e-08	6	scrm
chr2	39327	35839	0.91130775294327	0.832097810244771	1	0.05X	128	10000	1e-08	6	scrm
chr3	53086	52490	0.988772934483668	0.783328818146719	1	0.05X	128	10000	1e-08	6	scrm
chr4	52134	50137	0.961694863237043	0.829553186831725	1	0.05X	128	10000	1e-08	6	scrm
chr5	56331	55457	0.984484564449415	0.720322257433671	1	0.05X	128	10000	1e-08	6	scrm
chr1	79323	78394	0.988288390504646	0.715129944965669	2	0.05X	128	10000	1e-08	6	scrm
chr2	39343	38755	0.985054520499199	0.832149292981955	2	0.05X	128	10000	1e-08	6	scrm
chr3	53083	49822	0.938567903095153	0.783311754079402	2	0.05X	128	10000	1e-08	6	scrm
chr4	52114	52114	1	0.829558221744037	2	0.05X	128	10000	1e-08	6	scrm
chr1	79115	78927	0.997623712317512	0.715117806067759	3	0.05X	128	10000	1e-08	6	scrm
chr2	39239	32854	0.83727923749331	0.832198222115692	3	0.05X	128	10000	1e-08	6	scrm
chr3	52827	52782	0.999148162871259	0.783355138090045	3	0.05X	128	10000	1e-08	6	scrm
chr4	52007	51499	0.990232084142519	0.829506394102447	3	0.05X	128	10000	1e-08	6	scrm
chr5	56306	56306	1	0.720260526352029	3	0.05X	128	10000	1e-08	6	scrm
chr1	79181	78885	0.996261729455299	0.715114951412251	4	0.05X	128	10000	1e-08	6	scrm
chr2	39376	39348	0.999288906948395	0.832142806256607	4	0.05X	128	10000	1e-08	6	scrm
chr3	53102	52414	0.987043802493315	0.783314976044408	4	0.05X	128	10000	1e-08	6	scrm
chr4	51565	50565	0.980607000872685	0.829395043772499	4	0.05X	128	10000	1e-08	6	scrm
chr5	56331	52657	0.934778363600859	0.720321375457189	4	0.05X	128	10000	1e-08	6	scrm
chr1	79299	78473	0.989583727411443	0.715123713248768	5	0.05X	128	10000	1e-08	6	scrm
chr2	39432	39414	0.99954351795496	0.832166452343988	5	0.05X	128	10000	1e-08	6	scrm
chr3	53055	52967	0.998341343888418	0.783294365397273	5	0.05X	128	10000	1e-08	6	scrm
chr4	51933	51345	0.988677719369187	0.829483263460402	5	0.05X	128	10000	1e-08	6	scrm
chr5	56331	56199	0.997656707674282	0.720323267264237	5	0.05X	128	10000	1e-08	6	scrm
chr1	79330	73671	0.928665069960923	0.715135510818633	6	0.05X	128	10000	1e-08	6	scrm
chr2	39289	37237	0.947771640917305	0.832122668357297	6	0.05X	128	10000	1e-08	6	scrm
chr3	53074	53074	1	0.783300449589694	6	0.05X	128	10000	1e-08	6	scrm
chr4	52194	51190	0.980764072498755	0.829544568466547	6	0.05X	128	10000	1e-08	6	scrm
chr5	56323	55523	0.985796211139321	0.720321471863459	6	0.05X	128	10000	1e-08	6	scrm
chr1	79331	72085	0.90866117911031	0.715132792791733	7	0.05X	128	10000	1e-08	6	scrm
chr2	39416	39409	0.999822407144307	0.832129702791617	7	0.05X	128	10000	1e-08	6	scrm
chr3	52934	52478	0.991385498923187	0.78335880073867	7	0.05X	128	10000	1e-08	6	scrm
chr4	52179	49171	0.942352287318653	0.829545272493484	7	0.05X	128	10000	1e-08	6	scrm
chr1	79294	77172	0.973238832698565	0.715131145733904	8	0.05X	128	10000	1e-08	6	scrm
chr2	39383	37234	0.945433308788056	0.832129961963085	8	0.05X	128	10000	1e-08	6	scrm
chr3	53087	48988	0.922787123024469	0.783282472887592	8	0.05X	128	10000	1e-08	6	scrm
chr4	52051	49258	0.94634108854777	0.829516749544993	8	0.05X	128	10000	1e-08	6	scrm
chr1	79250	77329	0.975760252365931	0.71513736183335	9	0.05X	128	10000	1e-08	6	scrm
chr2	39246	39232	0.999643275747847	0.832094378447804	9	0.05X	128	10000	1e-08	6	scrm
chr3	52121	46550	0.893114099882965	0.783403986768019	9	0.05X	128	10000	1e-08	6	scrm
chr4	52152	51217	0.982071636754103	0.829568571794946	9	0.05X	128	10000	1e-08	6	scrm
chr5	56338	56239	0.998242749121375	0.72031385876838	9	0.05X	128	10000	1e-08	6	scrm
chr1	79297	75012	0.945962646758389	0.715130261247864	10	0.05X	128	10000	1e-08	6	scrm
chr2	39431	39410	0.999467424107935	0.832173586937764	10	0.05X	128	10000	1e-08	6	scrm
chr3	53006	49956	0.942459344225182	0.783334233250496	10	0.05X	128	10000	1e-08	6	scrm
chr4	52013	47733	0.91771287947244	0.829531373776523	10	0.05X	128	10000	1e-08	6	scrm
chr1	44171	43674	0.988748273754273	0.858926935820536	1	0.05X	128	10000	1e-08	7	scrm
chr2	56136	34940	0.622416987316517	0.84564792632513	1	0.05X	128	10000	1e-08	7	scrm
chr3	40465	40465	1	0.811492804533528	1	0.05X	128	10000	1e-08	7	scrm
chr4	40196	36541	0.909070554284008	0.844513587826389	1	0.05X	128	10000	1e-08	7	scrm
chr5	51512	51468	0.999145830097841	0.740287922946428	1	0.05X	128	10000	1e-08	7	scrm
chr1	44174	41518	0.939874134106035	0.858926626352163	2	0.05X	128	10000	1e-08	7	scrm
chr2	56674	46433	0.819299855312842	0.845696610519636	2	0.05X	128	10000	1e-08	7	scrm
chr3	40495	40468	0.999333251018644	0.811505405036501	2	0.05X	128	10000	1e-08	7	scrm
chr4	40023	39484	0.986532743672388	0.844502670851955	2	0.05X	128	10000	1e-08	7	scrm
chr1	44217	43671	0.987651808128095	0.858949264014601	3	0.05X	128	10000	1e-08	7	scrm
chr2	56678	55512	0.979427643882988	0.845679070829331	3	0.05X	128	10000	1e-08	7	scrm
chr3	40555	37903	0.934607323387992	0.811502868705019	3	0.05X	128	10000	1e-08	7	scrm
chr4	38751	33683	0.869216278289593	0.844700027461489	3	0.05X	128	10000	1e-08	7	scrm
chr5	51549	51508	0.999204640245204	0.74026576105835	3	0.05X	128	10000	1e-08	7	scrm
chr1	44012	40834	0.927792420249023	0.858921570029463	4	0.05X	128	10000	1e-08	7	scrm
chr2	56327	36982	0.656559021428445	0.845737191864512	4	0.05X	128	10000	1e-08	7	scrm
chr3	40536	40536	1	0.811501924022782	4	0.05X	128	10000	1e-08	7	scrm
chr4	40317	38562	0.956469975444602	0.844523753864879	4	0.05X	128	10000	1e-08	7	scrm
chr5	51571	42176	0.817823970836323	0.74028072626058	4	0.05X	128	10000	1e-08	7	scrm
chr1	43064	40873	0.949122236671001	0.858912535101734	5	0.05X	128	10000	1e-08	7	scrm
chr2	56234	46051	0.818917380943913	0.845706850017894	5	0.05X	128	10000	1e-08	7	scrm
chr3	40554	40539	0.999630122799231	0.811490701501489	5	0.05X	128	10000	1e-08	7	scrm
chr4	40001	27855	0.696357591060224	0.844500689240582	5	0.05X	128	10000	1e-08	7	scrm
chr1	44072	43621	0.98976674532583	0.858906517229619	6	0.05X	128	10000	1e-08	7	scrm
chr2	55186	45177	0.818631536984018	0.845625576309195	6	0.05X	128	10000	1e-08	7	scrm
chr3	40481	40183	0.992638521775648	0.811479571072888	6	0.05X	128	10000	1e-08	7	scrm
chr4	40262	36360	0.9030847945954	0.844475228694919	6	0.05X	128	10000	1e-08	7	scrm
chr5	51548	42245	0.819527430744161	0.740268167646841	6	0.05X	128	10000	1e-08	7	scrm
chr1	43678	34545	0.790901598058519	0.858853029098871	7	0.05X	128	10000	1e-08	7	scrm
chr2	56614	53625	0.947203871833822	0.845678923968674	7	0.05X	128	10000	1e-08	7	scrm
chr3	40476	38109	0.94152090127483	0.811440388008191	7	0.05X	128	10000	1e-08	7	scrm
chr4	40212	40212	1	0.844521317898925	7	0.05X	128	10000	1e-08	7	scrm
chr5	51452	43831	0.851881365155873	0.740325042788667	7	0.05X	128	10000	1e-08	7	scrm
chr1	44212	43887	0.992649054555324	0.858934510663377	8	0.05X	128	10000	1e-08	7	scrm
chr2	56606	54281	0.958926615553122	0.845694990717084	8	0.05X	128	10000	1e-08	7	scrm
chr3	40420	35893	0.888000989609104	0.811451299139794	8	0.05X	128	10000	1e-08	7	scrm
chr4	40274	39928	0.991408849381735	0.844498627092405	8	0.05X	128	10000	1e-08	7	scrm
chr1	43922	40146	0.914029415782524	0.858917115430657	9	0.05X	128	10000	1e-08	7	scrm
chr2	56637	56492	0.997439836149514	0.845704867568421	9	0.05X	128	10000	1e-08	7	scrm
chr3	40129	37565	0.936106057963069	0.811551371704184	9	0.05X	128	10000	1e-08	7	scrm
chr4	40159	39834	0.991907169003212	0.844458970781573	9	0.05X	128	10000	1e-08	7	scrm
chr5	51499	50803	0.986485174469407	0.740279885592439	9	0.05X	128	10000	1e-08	7	scrm
chr1	44215	39824	0.900689811150062	0.858951977983557	10	0.05X	128	10000	1e-08	7	scrm
chr2	56687	52508	0.926279393864554	0.845691977876803	10	0.05X	128	10000	1e-08	7	scrm
